,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,y
20110,1,34,1,1.0,0,0,1,157.0,1
12673,1,39,1,9.0,0,0,1,124.0,0
18622,1,47,1,45.0,1,0,0,26.0,0
25994,1,60,1,9.0,0,0,1,26.0,1
3462,0,77,1,36.0,0,0,0,124.0,0
18069,1,56,1,26.0,0,0,1,120.0,1
29809,0,76,1,20.0,1,0,0,125.0,0
33126,0,66,1,3.0,1,0,0,26.0,0
23050,1,45,1,30.0,0,0,1,26.0,1
3784,1,21,1,8.0,0,0,1,163.0,1
7791,0,30,1,50.0,1,1,0,152.0,0
23966,0,47,1,14.0,1,0,0,124.0,0
23515,0,37,1,28.0,1,0,0,26.0,0
2766,1,26,1,28.0,0,0,1,156.0,1
13220,1,54,1,28.0,0,0,1,124.0,1
14844,1,24,1,29.0,1,1,0,152.0,0
31160,1,44,1,35.0,0,0,1,156.0,1
8922,0,56,1,28.0,0,2,1,26.0,1
3457,0,43,1,8.0,1,0,0,124.0,0
4904,1,39,1,8.0,0,0,1,26.0,1
19643,1,35,1,8.0,0,0,1,124.0,0
7428,1,40,1,33.0,0,0,1,26.0,1
841,1,27,1,33.0,1,1,0,152.0,0
32124,1,60,1,28.0,0,2,1,26.0,1
31742,0,22,1,2.0,0,1,1,152.0,0
16915,0,24,1,24.0,0,1,1,160.0,1
10427,1,26,1,10.0,1,1,0,152.0,0
25979,1,31,1,46.0,0,0,1,157.0,1
13013,1,52,1,18.0,1,0,0,26.0,0
12022,0,22,1,41.0,1,1,0,152.0,0
4279,0,24,1,39.0,0,1,1,152.0,0
9980,1,42,1,28.0,0,2,1,26.0,1
7519,1,24,1,28.0,0,1,1,152.0,0
11376,1,35,1,25.0,1,0,0,152.0,0
22098,0,20,1,15.0,0,0,1,156.0,1
16310,1,52,1,28.0,0,0,1,124.0,1
6723,1,35,1,33.0,1,0,0,151.0,0
6121,1,52,1,24.0,0,0,1,26.0,1
14601,0,25,1,28.0,0,1,1,152.0,1
24821,1,36,1,46.0,0,0,1,156.0,1
5726,0,31,1,48.0,0,0,1,156.0,0
31607,1,73,1,35.0,0,0,1,156.0,1
24957,0,49,1,46.0,1,0,0,21.0,0
34161,1,78,1,28.0,0,0,1,124.0,0
18949,0,22,1,17.0,1,1,0,152.0,0
28400,0,23,1,28.0,0,1,1,152.0,0
25978,1,40,1,13.0,0,0,1,26.0,1
29537,1,44,1,28.0,0,0,1,124.0,0
29514,0,42,1,28.0,0,0,1,26.0,0
29969,0,56,1,4.0,0,0,1,124.0,0
23500,1,35,1,28.0,0,0,1,124.0,1
21553,1,23,1,47.0,0,1,1,152.0,0
21891,1,52,1,40.0,0,0,1,124.0,1
23082,1,37,1,8.0,0,0,1,124.0,1
15797,1,25,1,28.0,1,1,0,152.0,0
2288,0,35,1,28.0,0,0,1,12.0,0
2614,1,47,1,41.0,0,0,1,124.0,1
2749,1,23,1,28.0,1,1,0,152.0,0
22727,1,38,1,28.0,0,0,1,124.0,0
27053,1,61,1,28.0,0,2,1,122.0,0
2151,1,25,1,28.0,0,1,1,26.0,1
30405,1,41,1,45.0,0,0,1,26.0,1
32222,1,52,1,35.0,0,0,1,10.0,0
4558,1,57,1,46.0,0,0,1,3.0,1
1573,0,24,1,11.0,1,1,0,152.0,0
2645,0,40,1,23.0,1,0,0,154.0,0
23726,1,47,1,41.0,0,0,1,26.0,1
21862,0,24,1,29.0,1,1,0,152.0,0
26592,1,43,1,28.0,0,0,1,26.0,1
31127,0,29,1,29.0,1,1,0,152.0,0
29675,0,41,1,28.0,0,2,1,124.0,1
22163,1,37,1,8.0,0,0,1,26.0,1
3550,1,32,1,28.0,0,0,0,156.0,1
5978,0,75,1,11.0,0,0,1,120.0,0
14349,1,22,1,11.0,1,1,0,160.0,0
25123,0,48,1,36.0,0,0,0,152.0,0
4881,1,47,1,12.0,0,0,1,124.0,1
8847,1,56,1,50.0,0,0,1,25.0,1
31014,1,54,1,43.0,0,0,1,155.0,1
21773,1,53,1,28.0,0,0,1,124.0,1
34358,0,34,1,40.0,1,1,0,156.0,0
16079,0,59,1,48.0,0,0,1,124.0,0
33619,1,23,1,15.0,0,1,1,160.0,0
22953,0,34,1,28.0,0,0,1,124.0,1
3082,0,25,1,26.0,1,1,0,152.0,0
11311,0,22,1,8.0,1,1,0,152.0,0
16990,1,26,1,4.0,0,1,1,152.0,1
15734,0,25,1,28.0,0,1,1,152.0,0
9849,0,47,1,3.0,0,0,1,124.0,1
14633,0,71,1,28.0,1,0,0,26.0,0
5123,1,58,1,20.0,0,0,1,26.0,0
14202,0,42,1,28.0,0,0,1,124.0,1
32077,1,23,1,3.0,1,1,0,152.0,0
1909,0,25,1,8.0,1,1,0,152.0,0
17171,0,44,1,28.0,0,0,1,124.0,1
20828,1,61,1,28.0,0,2,1,124.0,1
33481,0,38,1,28.0,0,0,0,124.0,0
17957,1,47,1,28.0,0,0,1,122.0,1
35409,1,50,1,29.0,0,0,0,26.0,0
14770,0,39,1,14.0,0,0,1,124.0,1
16757,0,52,1,28.0,0,0,1,26.0,1
29104,1,40,1,17.0,0,0,1,124.0,1
10690,1,59,1,27.0,0,0,1,26.0,1
18162,1,42,1,28.0,0,2,1,26.0,1
15226,0,53,1,28.0,1,0,0,26.0,0
26521,1,24,1,8.0,1,1,0,152.0,0
23750,1,46,1,38.0,0,0,1,124.0,1
18459,0,57,1,28.0,0,0,1,55.0,1
11068,0,25,1,10.0,1,1,0,152.0,0
7550,1,48,1,38.0,0,0,1,156.0,1
12642,0,25,1,41.0,1,1,0,152.0,0
22347,1,33,1,41.0,0,0,1,124.0,1
9255,1,44,1,28.0,0,2,1,156.0,0
30792,1,25,1,29.0,1,1,0,152.0,0
23997,0,28,1,8.0,1,1,0,152.0,0
9610,1,34,1,46.0,0,0,1,124.0,1
4167,1,37,1,14.0,0,0,0,122.0,0
3837,0,42,1,41.0,0,0,1,124.0,1
24603,1,43,1,45.0,0,0,1,124.0,1
13940,1,57,1,28.0,0,2,1,122.0,0
14273,1,71,1,28.0,1,0,0,26.0,0
7393,0,26,1,19.0,0,0,0,156.0,0
30267,1,46,1,33.0,0,0,1,26.0,1
27186,0,29,1,11.0,0,1,1,152.0,1
28994,1,67,1,28.0,0,0,1,26.0,1
4264,1,48,1,28.0,0,0,0,25.0,0
115,0,79,1,28.0,0,0,1,122.0,1
30169,1,28,1,32.0,1,1,0,152.0,0
17462,1,21,1,8.0,1,1,0,160.0,0
7795,0,51,1,28.0,0,0,1,125.0,1
30162,0,21,1,30.0,1,1,0,152.0,0
26786,1,45,1,31.0,1,0,0,26.0,0
13278,1,29,1,13.0,1,1,0,160.0,0
4742,1,58,1,11.0,0,0,1,124.0,0
25443,1,27,1,41.0,0,1,0,152.0,0
224,1,29,1,46.0,1,1,0,151.0,0
28246,1,34,1,39.0,0,0,1,124.0,0
36741,1,69,1,28.0,1,0,0,26.0,0
21983,1,53,1,28.0,0,0,1,124.0,1
17938,1,24,1,8.0,0,0,1,124.0,1
19846,0,42,1,28.0,0,0,1,23.0,0
18080,0,25,1,33.0,1,1,0,151.0,0
32517,1,63,1,46.0,0,2,1,26.0,1
24763,1,60,1,3.0,0,0,1,26.0,1
10188,1,25,1,28.0,0,0,1,124.0,1
29324,0,21,1,46.0,1,1,0,152.0,0
18940,0,48,1,28.0,0,0,1,156.0,0
24145,0,21,1,8.0,1,1,0,160.0,0
24425,1,22,1,15.0,1,1,0,152.0,0
16585,0,27,1,28.0,0,0,1,157.0,1
25254,1,47,1,28.0,0,0,1,156.0,1
24385,1,25,1,44.0,1,1,0,152.0,0
3070,1,35,1,28.0,0,0,1,26.0,1
22310,0,66,1,47.0,1,0,0,26.0,0
21589,0,53,1,28.0,0,2,1,26.0,1
17467,0,42,1,13.0,0,0,1,26.0,1
9161,0,64,1,28.0,0,0,1,124.0,1
26618,1,47,1,37.0,0,0,1,26.0,1
21890,0,32,1,28.0,0,0,1,26.0,0
30743,1,47,1,28.0,0,0,1,26.0,1
25352,1,37,1,28.0,0,0,1,156.0,1
3185,0,48,1,28.0,0,0,1,26.0,1
7172,0,59,1,28.0,0,0,1,26.0,1
22754,1,43,1,49.0,0,0,1,154.0,0
8130,1,24,1,41.0,1,1,0,152.0,0
29733,0,50,1,28.0,0,0,0,122.0,0
11004,1,50,1,46.0,0,0,1,124.0,1
13675,1,21,1,28.0,0,1,1,152.0,0
20781,1,49,1,28.0,0,0,1,26.0,1
14152,1,47,1,28.0,0,0,1,124.0,1
25187,1,52,1,28.0,0,0,1,26.0,1
15367,1,60,1,35.0,0,0,1,26.0,0
2197,1,22,1,8.0,0,1,1,152.0,1
31383,0,22,1,43.0,1,1,0,152.0,0
34498,1,24,1,6.0,0,1,1,124.0,0
26456,0,30,1,8.0,0,1,1,124.0,1
1797,0,33,1,39.0,0,1,1,124.0,1
10366,1,50,1,47.0,0,0,1,124.0,1
16383,1,35,1,45.0,0,0,1,156.0,1
25123,0,40,1,28.0,0,0,1,4.0,1
11290,0,23,1,11.0,0,0,1,124.0,1
14118,1,45,1,15.0,0,0,1,124.0,1
23552,0,40,1,28.0,0,0,1,124.0,1
21115,0,56,1,15.0,0,0,1,26.0,0
19812,1,42,1,23.0,0,2,1,124.0,1
945,0,46,1,28.0,0,0,1,26.0,1
9759,0,28,1,47.0,0,1,0,151.0,0
14602,0,40,1,28.0,0,0,1,124.0,1
28121,1,37,1,23.0,0,0,1,26.0,1
10937,1,45,1,28.0,0,1,1,124.0,1
19334,0,24,1,6.0,1,1,0,152.0,0
29716,0,75,1,29.0,1,0,0,26.0,0
3352,1,46,1,37.0,0,0,1,26.0,1
22997,1,72,1,28.0,1,0,0,122.0,0
20497,1,25,1,50.0,1,1,0,152.0,0
1338,0,74,1,28.0,0,0,1,124.0,0
30796,1,32,1,28.0,0,1,1,124.0,1
3217,1,58,1,28.0,0,0,0,23.0,0
19384,1,25,1,32.0,0,1,1,152.0,0
16855,1,60,1,28.0,0,0,1,124.0,0
13820,0,73,1,28.0,0,0,1,156.0,1
5293,0,40,1,28.0,0,0,1,26.0,1
7734,1,45,1,28.0,0,2,1,26.0,1
10851,0,34,1,35.0,0,0,1,124.0,1
9558,1,55,1,28.0,0,0,1,55.0,0
11924,0,30,1,14.0,0,1,1,156.0,1
6241,1,22,1,9.0,1,1,0,152.0,0
26295,0,51,1,28.0,0,0,1,26.0,1
25994,1,24,1,39.0,1,1,0,151.0,0
20847,1,22,1,28.0,0,1,1,26.0,0
1948,1,37,1,13.0,0,2,1,26.0,1
15712,0,41,1,28.0,1,0,0,26.0,0
24592,1,45,1,7.0,1,0,0,16.0,0
21186,1,26,1,15.0,0,1,1,160.0,0
14279,0,44,1,28.0,1,0,0,122.0,0
13829,0,24,1,30.0,0,1,1,152.0,1
26408,1,22,1,29.0,0,1,1,152.0,0
15688,1,52,1,28.0,0,0,1,26.0,1
24490,1,43,1,15.0,0,0,1,163.0,1
7691,1,54,1,46.0,0,0,1,26.0,1
11073,1,58,1,41.0,0,0,0,26.0,1
35879,0,26,1,8.0,1,1,0,152.0,0
24041,1,44,1,7.0,0,0,1,26.0,1
10935,0,39,1,3.0,0,0,1,26.0,1
10923,0,34,1,46.0,0,0,1,124.0,1
24840,1,28,1,41.0,1,1,0,152.0,0
17466,1,42,1,3.0,1,0,0,124.0,0
10448,0,33,1,15.0,0,1,1,163.0,0
269,0,24,1,3.0,1,1,1,152.0,0
9976,1,45,1,39.0,1,0,0,124.0,0
1340,1,36,1,8.0,0,0,1,7.0,1
23997,0,51,1,31.0,0,0,1,124.0,1
14560,1,25,1,28.0,0,1,1,152.0,1
3434,0,25,1,36.0,0,1,0,152.0,0
16340,1,47,1,28.0,0,2,1,26.0,1
23586,1,47,1,45.0,0,2,1,26.0,1
5290,0,39,1,11.0,0,0,1,124.0,1
12333,0,38,1,41.0,0,0,1,124.0,1
14942,0,54,1,8.0,0,0,1,26.0,0
12976,1,26,1,30.0,0,1,1,152.0,1
12066,1,69,1,17.0,0,2,1,124.0,0
13341,1,42,1,38.0,0,0,1,124.0,1
20592,1,47,1,23.0,0,0,1,124.0,1
12731,1,39,1,41.0,0,0,1,124.0,1
16425,1,24,1,41.0,1,1,0,152.0,0
22885,0,38,1,28.0,0,0,1,152.0,1
30709,1,61,1,28.0,0,2,1,122.0,1
20734,0,48,1,28.0,0,0,1,124.0,1
32561,1,49,1,28.0,0,2,1,24.0,1
12614,1,47,1,48.0,0,0,1,26.0,1
34584,0,25,1,14.0,1,1,0,152.0,0
10909,1,37,1,46.0,0,0,1,124.0,1
17739,1,36,1,28.0,0,0,1,124.0,1
24345,1,69,1,0.0,0,0,1,26.0,0
7317,1,49,1,39.0,0,2,1,157.0,0
29663,0,48,1,40.0,0,0,1,124.0,1
25365,0,63,1,28.0,0,0,1,122.0,1
688,1,46,1,28.0,0,0,1,163.0,1
6693,0,23,1,7.0,1,1,0,152.0,0
25152,1,27,1,28.0,0,0,1,157.0,1
18512,0,32,1,28.0,0,1,1,1.0,0
14705,0,70,1,28.0,0,0,1,26.0,1
34869,0,24,1,15.0,1,1,0,152.0,0
17981,1,40,1,28.0,0,0,1,26.0,1
2263,1,60,1,37.0,0,0,1,26.0,0
26944,1,48,1,28.0,0,0,1,26.0,1
2446,1,22,1,8.0,1,1,0,160.0,0
28629,1,31,1,19.0,0,1,1,124.0,1
17911,0,69,0,28.0,0,0,1,122.0,1
23939,1,28,1,35.0,1,1,0,152.0,0
10191,1,43,1,28.0,0,0,1,124.0,1
76,1,60,1,18.0,0,0,1,26.0,0
29763,1,64,1,29.0,0,0,1,26.0,1
12915,1,43,1,8.0,1,0,0,152.0,0
8299,1,33,1,41.0,0,1,1,152.0,1
6437,0,46,1,28.0,1,0,0,124.0,0
8890,1,50,1,28.0,0,0,1,26.0,1
28424,1,25,1,28.0,0,1,1,152.0,1
12436,1,51,1,8.0,0,0,1,26.0,1
25597,1,21,1,31.0,0,1,1,152.0,1
31804,1,40,1,8.0,0,0,1,124.0,0
71,1,43,1,27.0,1,0,0,124.0,0
1861,0,54,1,28.0,0,0,1,26.0,1
14102,1,57,1,29.0,0,0,1,26.0,1
33562,1,26,1,2.0,1,1,0,160.0,0
29000,0,24,1,8.0,0,1,1,152.0,1
19779,0,45,1,8.0,1,0,1,157.0,1
30835,1,37,1,7.0,0,0,1,124.0,0
19286,1,23,1,50.0,0,1,1,152.0,0
18075,0,28,1,15.0,1,1,0,152.0,0
17242,1,38,1,33.0,0,0,1,124.0,0
1023,0,25,1,28.0,0,1,1,152.0,0
2930,1,45,1,28.0,0,0,1,26.0,1
4094,0,43,1,41.0,0,0,1,26.0,1
22556,1,23,1,45.0,1,1,0,26.0,0
31769,0,38,1,28.0,0,0,1,124.0,1
32703,0,40,1,0.0,0,0,0,26.0,0
24020,1,47,1,35.0,0,0,1,124.0,1
14246,1,69,1,22.0,0,0,1,26.0,0
25953,1,72,1,8.0,0,2,1,7.0,0
5225,1,64,1,48.0,0,2,1,157.0,0
24402,0,36,1,28.0,0,0,0,163.0,1
34698,0,77,1,30.0,1,0,0,152.0,0
4405,1,23,1,6.0,0,1,0,152.0,0
29910,1,51,1,8.0,0,2,1,124.0,1
25144,1,28,1,11.0,0,0,1,124.0,1
25700,0,79,1,28.0,0,2,1,122.0,1
34591,1,39,1,45.0,1,0,0,124.0,0
9388,1,52,1,28.0,0,0,1,26.0,0
19226,1,25,1,16.0,1,1,0,152.0,0
12802,1,57,1,46.0,1,0,0,163.0,0
18731,1,28,1,16.0,0,1,1,152.0,1
4278,0,31,1,43.0,1,1,0,152.0,0
10902,0,40,1,11.0,0,0,1,26.0,1
30767,1,64,1,1.0,0,0,1,124.0,0
27411,1,47,1,29.0,0,0,1,124.0,1
12337,0,24,1,30.0,1,1,0,152.0,0
9585,1,22,1,3.0,0,1,1,154.0,1
2226,1,43,1,28.0,0,0,1,26.0,1
2534,0,24,1,30.0,0,1,1,152.0,1
12424,1,55,1,46.0,0,0,1,26.0,0
3941,0,42,1,41.0,1,0,0,26.0,0
28291,0,42,1,23.0,0,0,1,26.0,1
29904,1,47,1,47.0,0,0,1,124.0,1
5663,1,67,1,18.0,0,0,1,26.0,1
9099,0,43,1,28.0,0,0,1,26.0,1
12091,1,52,1,41.0,0,0,1,26.0,1
20565,1,28,1,50.0,1,1,0,152.0,0
8100,0,30,1,28.0,0,1,1,122.0,1
17011,1,50,1,28.0,0,0,1,124.0,0
11809,1,41,1,28.0,0,0,1,26.0,1
22365,0,32,1,35.0,0,0,1,125.0,0
8400,1,38,1,46.0,0,0,1,156.0,0
24776,1,50,1,15.0,0,2,1,124.0,1
8778,0,48,1,28.0,0,0,1,26.0,1
15910,0,45,1,41.0,0,0,1,26.0,0
29002,1,46,1,45.0,0,0,1,124.0,1
8046,1,33,1,28.0,1,0,0,124.0,0
29172,0,42,1,28.0,0,0,1,26.0,0
18992,0,40,1,29.0,0,0,1,124.0,1
33687,0,51,1,28.0,0,0,0,124.0,0
3251,1,28,1,28.0,1,1,0,152.0,0
17253,1,54,1,28.0,0,0,1,122.0,1
23992,1,62,1,8.0,1,0,0,124.0,0
20948,1,39,1,45.0,0,0,1,156.0,1
3182,0,44,1,28.0,0,0,1,124.0,1
2412,1,44,1,28.0,0,0,1,26.0,1
27850,1,52,1,8.0,0,0,1,7.0,1
36128,0,24,1,37.0,0,1,1,152.0,0
33908,1,30,1,15.0,0,1,1,152.0,0
30555,0,22,1,8.0,0,1,1,152.0,0
25100,0,33,1,37.0,0,1,1,124.0,1
31090,0,23,1,28.0,0,1,1,158.0,1
26648,0,25,1,45.0,0,1,1,160.0,1
3807,0,38,1,30.0,0,0,1,124.0,1
20791,1,24,1,36.0,0,1,1,152.0,1
25191,0,75,1,28.0,0,2,1,124.0,1
21682,0,33,1,8.0,0,0,1,124.0,0
13632,0,25,1,10.0,1,1,0,152.0,0
15325,0,23,1,28.0,1,1,0,152.0,0
22118,1,41,1,8.0,0,0,1,124.0,1
29807,1,52,1,46.0,0,0,1,124.0,1
13534,1,39,1,28.0,0,0,1,26.0,0
8863,0,69,1,28.0,0,2,1,122.0,1
849,1,28,1,39.0,1,1,0,152.0,0
34208,0,26,1,10.0,0,1,1,122.0,0
36549,0,70,1,28.0,1,0,0,13.0,0
8743,1,31,1,28.0,0,1,1,40.0,1
20116,0,23,1,18.0,1,1,0,152.0,0
856,0,53,1,28.0,0,2,1,26.0,1
1926,0,51,1,28.0,0,0,1,26.0,1
11059,1,23,1,47.0,1,1,0,26.0,0
26000,0,41,1,8.0,0,0,1,154.0,1
19554,0,21,1,26.0,0,1,1,160.0,0
9402,1,37,1,3.0,0,2,1,157.0,1
10278,0,23,1,40.0,0,1,1,152.0,0
212,1,43,1,28.0,0,0,1,52.0,0
2812,0,24,1,28.0,0,0,1,26.0,1
29139,0,23,1,28.0,0,1,1,152.0,0
23566,1,28,1,47.0,0,1,1,156.0,1
30438,1,24,1,27.0,0,1,1,152.0,0
9854,0,46,1,28.0,1,0,0,26.0,0
14628,0,38,1,39.0,0,2,1,154.0,1
4039,1,24,1,34.0,0,1,1,152.0,0
18465,1,23,1,30.0,1,1,0,152.0,0
6750,1,44,1,20.0,1,0,0,26.0,0
28839,0,23,1,41.0,1,1,0,152.0,0
19729,1,53,1,28.0,0,0,1,26.0,1
7462,1,41,1,28.0,0,0,1,124.0,0
32823,0,23,1,10.0,1,1,0,152.0,0
36957,1,69,1,35.0,0,0,1,10.0,0
3926,1,40,1,46.0,0,0,1,157.0,0
30499,1,34,1,41.0,0,0,1,124.0,0
14405,1,38,1,47.0,0,0,1,124.0,1
28457,1,63,1,39.0,0,2,1,26.0,0
12679,0,23,1,15.0,0,1,1,152.0,0
20257,0,76,1,28.0,0,0,1,124.0,0
30192,0,43,1,28.0,0,0,1,124.0,1
2472,0,26,1,28.0,1,1,0,152.0,0
23343,1,23,1,41.0,1,1,1,152.0,0
1025,1,58,1,11.0,0,0,1,124.0,1
3639,0,27,1,10.0,1,1,0,152.0,0
19481,0,23,1,28.0,0,1,1,124.0,1
6881,0,57,1,3.0,0,0,1,26.0,1
535,0,48,1,12.0,0,0,1,124.0,1
37148,1,49,1,28.0,1,0,0,26.0,0
18648,1,45,1,29.0,0,0,1,156.0,1
28528,1,62,1,28.0,0,0,1,26.0,1
10053,0,36,1,11.0,0,0,1,124.0,1
3796,1,41,1,45.0,0,0,1,124.0,1
10244,1,43,1,28.0,0,0,1,124.0,1
4623,1,33,1,28.0,1,0,0,124.0,0
11558,0,56,1,50.0,1,0,0,8.0,0
5597,0,28,1,28.0,0,1,1,152.0,1
21478,1,33,1,39.0,1,1,0,152.0,0
12339,1,21,1,46.0,0,1,1,163.0,1
3579,1,26,1,9.0,0,0,1,124.0,0
17899,1,46,1,28.0,0,0,1,26.0,1
11805,1,71,1,28.0,1,0,0,26.0,0
3169,0,33,1,28.0,1,0,0,124.0,0
14570,1,39,1,36.0,0,0,1,26.0,1
36906,1,39,1,28.0,1,0,0,124.0,0
10296,1,76,1,28.0,0,0,1,26.0,1
27176,0,71,1,48.0,0,0,1,26.0,1
28648,1,60,1,28.0,0,0,1,124.0,1
32231,0,57,1,3.0,0,0,0,26.0,0
22450,1,24,1,3.0,0,1,1,152.0,1
9257,1,41,1,28.0,0,0,1,26.0,1
18140,1,68,1,36.0,0,0,1,26.0,0
28617,0,28,1,43.0,1,1,0,152.0,0
16760,1,51,1,37.0,0,0,1,124.0,1
24344,0,36,1,15.0,1,0,0,152.0,0
5050,1,80,1,28.0,0,0,1,52.0,1
30272,1,42,1,41.0,0,0,1,12.0,1
31050,1,35,1,36.0,0,0,1,163.0,1
9216,1,33,1,28.0,0,1,1,124.0,1
27566,0,50,1,28.0,1,0,0,26.0,0
12402,1,41,1,28.0,0,0,1,122.0,1
29359,1,54,1,29.0,1,0,0,26.0,0
10719,1,52,1,50.0,0,0,1,122.0,1
1002,0,70,1,18.0,0,0,0,124.0,0
4954,1,45,1,8.0,0,0,1,124.0,1
33440,1,24,1,41.0,1,1,0,152.0,0
16354,1,49,1,28.0,0,0,1,26.0,0
35709,1,45,1,8.0,0,0,1,124.0,0
32992,1,23,1,28.0,1,1,0,152.0,0
31022,0,47,1,50.0,0,0,1,124.0,1
13193,0,25,1,16.0,0,1,1,152.0,1
1617,0,39,1,8.0,1,0,0,124.0,0
12499,0,21,1,8.0,1,1,0,152.0,0
27906,1,65,1,28.0,0,0,1,124.0,1
21108,0,50,1,28.0,0,0,1,124.0,1
8347,0,23,1,8.0,1,1,0,152.0,0
19507,0,50,1,47.0,0,2,1,124.0,1
6251,1,41,1,48.0,0,2,1,124.0,1
26467,1,23,1,25.0,1,1,0,151.0,0
32122,1,52,1,28.0,0,0,1,154.0,0
1739,1,49,1,36.0,0,0,1,156.0,1
28281,0,34,1,2.0,0,0,1,157.0,1
943,0,67,1,46.0,0,2,1,157.0,0
1885,0,25,1,11.0,1,1,0,152.0,0
10256,1,63,1,39.0,0,0,1,124.0,1
22457,0,41,1,28.0,0,0,1,26.0,1
16611,0,41,1,28.0,0,0,1,124.0,1
17627,1,56,1,30.0,1,0,0,124.0,0
16458,0,38,1,15.0,1,0,0,14.0,0
26440,0,33,1,24.0,0,1,1,26.0,1
4044,1,62,1,28.0,0,1,0,1.0,0
5248,1,54,1,28.0,0,0,1,26.0,1
12951,0,53,1,28.0,0,0,1,37.0,0
32630,1,21,1,32.0,0,1,0,152.0,0
35911,0,43,1,28.0,1,0,0,26.0,0
29113,0,24,1,15.0,1,1,0,152.0,0
29916,1,77,1,28.0,0,0,1,54.0,0
25305,0,44,1,3.0,0,0,1,26.0,1
31989,0,38,1,41.0,0,0,1,12.0,1
25793,1,22,1,15.0,0,1,1,152.0,1
2053,1,25,1,19.0,0,0,1,124.0,0
11383,0,30,1,28.0,0,2,1,26.0,0
23391,0,38,1,28.0,0,0,1,124.0,1
31734,1,34,1,47.0,0,0,1,156.0,1
3059,1,43,1,28.0,0,0,1,26.0,1
23771,1,42,1,28.0,0,0,1,26.0,0
28963,0,28,1,28.0,0,1,1,124.0,0
7774,1,43,1,8.0,0,0,1,124.0,0
4048,1,79,1,28.0,0,0,1,25.0,0
30294,1,40,1,8.0,0,0,1,7.0,1
4756,0,35,1,17.0,0,0,0,124.0,0
12169,1,26,1,15.0,1,1,0,152.0,0
26135,0,20,1,15.0,0,1,1,160.0,0
26154,1,50,1,28.0,0,2,1,26.0,1
18926,1,57,1,39.0,0,0,1,15.0,1
12291,0,44,1,33.0,0,0,1,156.0,1
3445,0,35,1,24.0,1,0,0,152.0,0
906,1,42,1,28.0,0,0,0,124.0,0
7784,0,62,1,8.0,0,0,1,26.0,1
8917,1,56,1,22.0,0,0,1,124.0,1
30365,1,45,1,28.0,0,0,1,124.0,1
13578,0,24,1,14.0,1,1,0,152.0,0
21038,0,22,1,10.0,0,1,1,152.0,0
27429,1,52,1,8.0,0,0,1,26.0,1
8665,0,77,1,28.0,0,0,1,124.0,0
974,1,39,1,50.0,0,2,1,157.0,1
22210,0,45,1,28.0,0,0,1,12.0,1
15455,1,46,1,28.0,0,0,1,26.0,1
8369,0,22,1,10.0,1,1,0,152.0,0
620,0,21,1,11.0,1,1,0,152.0,1
17762,1,60,1,28.0,0,2,1,30.0,1
18030,0,25,1,30.0,1,1,0,152.0,0
9952,1,56,1,28.0,0,0,1,26.0,1
20384,1,40,1,48.0,0,0,1,124.0,0
31206,1,51,1,28.0,0,0,1,26.0,1
29854,1,39,1,28.0,0,0,1,124.0,1
34289,0,23,1,29.0,1,1,0,152.0,0
6308,0,22,1,33.0,0,1,1,152.0,0
31070,1,36,1,29.0,0,0,1,122.0,1
20043,1,22,1,3.0,1,1,0,152.0,0
19427,1,24,1,15.0,1,1,0,152.0,0
30364,0,57,1,41.0,0,0,1,26.0,1
29438,1,23,1,30.0,1,1,0,152.0,0
34961,0,37,1,4.0,0,0,1,156.0,0
32953,1,43,1,29.0,1,0,1,26.0,0
30433,1,36,1,35.0,0,0,1,156.0,1
2028,1,45,1,36.0,0,0,1,124.0,1
21245,1,57,1,28.0,0,0,1,26.0,0
13031,1,32,1,11.0,0,1,1,124.0,1
10811,1,31,1,15.0,1,1,1,152.0,0
17712,0,38,1,28.0,0,0,1,55.0,0
23182,1,76,1,8.0,0,0,1,26.0,0
7280,1,22,1,28.0,0,0,1,124.0,1
15416,0,47,1,28.0,0,2,1,26.0,1
3276,1,72,1,28.0,0,0,1,124.0,0
1587,0,44,1,12.0,0,0,1,26.0,0
21912,1,55,1,28.0,0,2,1,124.0,1
15446,1,44,1,28.0,0,0,1,26.0,1
2512,1,61,1,28.0,0,2,1,26.0,1
5676,0,35,1,8.0,0,0,1,11.0,0
6956,1,21,1,15.0,1,1,0,152.0,0
20724,1,30,1,14.0,0,0,1,124.0,0
13476,0,54,1,28.0,0,2,1,122.0,0
23640,0,50,1,37.0,0,2,1,26.0,1
35159,0,60,1,28.0,1,0,0,124.0,0
24887,1,49,1,11.0,0,0,1,120.0,1
15974,0,60,1,18.0,1,0,0,26.0,0
32415,1,53,1,46.0,1,0,0,124.0,0
24630,1,30,1,41.0,0,0,1,156.0,1
15607,0,35,1,46.0,0,0,1,152.0,0
656,1,54,1,3.0,0,0,1,124.0,0
11655,1,44,1,31.0,0,0,1,98.0,1
6706,1,26,1,28.0,0,1,1,156.0,1
4570,1,45,1,46.0,0,0,1,124.0,1
31796,0,45,1,28.0,1,0,0,26.0,0
23380,1,61,1,29.0,0,0,1,26.0,0
13677,1,33,1,28.0,0,1,1,124.0,1
31591,1,80,1,28.0,0,0,1,26.0,1
7197,1,42,1,11.0,0,0,1,157.0,1
17918,1,33,1,11.0,0,0,1,26.0,1
8835,1,54,1,24.0,0,2,1,26.0,0
