,titles,y,price,sales,author
594,Matemática compreensão e prática caderno de atividades,0,27.3,3,Lubrificantes & Lubrificação Industrial
595,Matemática Primeiros Passos - Volume 1 9788533918481,0,24,5,Luis Carlos Burgos e outros
596,Interferência Eletromagnética,1,28,2,"Materiais-Aplicações de Engenharia, Seleção e Integridade"
597,O ANDAR DO BÊBADO: COMO O ACASO DETERMINA NOSSAS VIDAS,1,134.89,3,Análise de Circuitos em Corrente Alternada Para Sistemas de Potência
598,Mecânica dos Pavimentos,0,74.9,4,Oscar Guelli
599,QUÍMICA GERAL: VOLUME 2,1,42.4,7,Fundamentos do Refino de Petróleo-Tecnologia e Economia
600,"O PONTO DE MUTAÇÃO: A CIÊNCIA, A SOCIEDADE E A CULTURA EM",0,75.9,11,Introdução À Engenharia Química
601,Trabalhando com Componentes SMD,0,44.9,2,Instalações Hidráulicas Prediais Utilizando Tubos Plásticos
602,"Montagens Industriais. Planejamento, Execução e Controle",0,39.9,7,Técnicas de Caracterização de Polímeros
603,Organização da Produção em Confecção Têxtil,0,49.9,4,Alexandre Capelli
604,Minimanual De Matematica Financeira - Rideel,0,147.98,10,Fundamentos de Engenharia de Petróleo
605,Processos de Confiabilidade na Indústria de Óleo e Gás,0,29.18,1,Matemática Com Aplicações Tecnológicas. Vol. 2. Cálculo I
606,FARMACOLOGIA ILUSTRADA,0,109.9,16,Construções de Concreto-Princípios Básicos do Dimensionamento de Estruturas- Vol.1
607,Avaliação de Imóveis - Método Involutivo Vertical,0,88,16,Mecânica Analítica
608,Construções de Concreto. Concreto Protendido - Volume 5,0,169.16,5,Injeção de Termoplásticos.Produtividade Com Qualidade
609,Teoria de Campos e A Natureza. Parte Quântica,1,79.9,7,Mecânica dos Materiais Avançada
610,Lubrificantes & Lubrificação Industrial,0,175,5,Realismo e Localidade em Mecânica Quântica
611,Coleção Eletrônica Básica,0,129.32,2,"PINHEIRO, ANTONIO CARLOS DA FONSECA BRAGANCA"
612,"Materiais-Aplicações de Engenharia, Seleção e Integridad",0,49.9,19,Luis Carlos Burgos
613,Análise de Circuitos em Corrente Alternada Para Sistemas de,0,42,3,Matemática Com Aplicações Tecnológicas
614,Matemática Uma Aventura do Pensamento,,38,2,Fenômeno Térmico do Concreto
615,Fundamentos do Refino de Petróleo-Tecnologia e Economia,0,39.9,1,QUÍMICA GERAL: VOLUME 2
616,Introdução À Engenharia Química,0,23,4,Construções de Concreto-Vol.4
617,Instalações Hidráulicas Prediais Utilizando Tubos Plásti,0,24,4,Aditivação de Termoplásticos
618,Técnicas de Caracterização de Polímeros,0,81.9,11,Cálculo Tensorial
619,Instalações Elétricas e Residenciais e Comerciais,0,139.89,1,A ARTE DA ELETRÔNICA: CIRCUITOS ELETRÔNICOS E MICROELETRÔNICA
620,Fundamentos de Engenharia de Petróleo,0,59,20,A Sabedoria da Antiga Cosmologia
621,Matemática Com Aplicações Tecnológicas. Vol. 2. Cálculo,0,37.1,4,"Matemática Para Físicos Com Aplicações. Vetores, Tensores e Spinores - Volume 1"
622,Construções de Concreto-Princípios Básicos do Dimensiona,0,29,8,"Quatro Edifícios, Cinco Locais de Implantação, Vinte Soluções de Fundações"
623,Mecânica Analítica,0,98,4,Eletrotécnica Ao Alcance de Todos
624,Injeção de Termoplásticos.Produtividade Com Qualidade,0,95,8,O Universo-Teorias Sobre Sua Origem e Evolução
625,Mecânica dos Materiais Avançada,1,106,13,"Experimentos de Física Básica-Eletromagnetismo, Física Moderna & Ciências Espaciais"
626,Realismo e Localidade em Mecânica Quântica,0,98,4,Raciocínio Rápido. Como Fazer Contas de Cabeça
627,"ESTRUTURAS METALICAS - CALCULOS, DETALHES, EXERCICIOS E PROJ",0,138.33,6,Análise Térmica de Materiais
628,Livros e DVD aula Eletrônica Básica,0,27.92,14,A Química e O Mundo. Livro 2 A Vida
629,Matemática Com Aplicações Tecnológicas,0,123.08,6,A Energia Eólica No Direito Ambiental Brasileiro
630,Fenômeno Térmico do Concreto,0,90.48,3,Conhecimentos Gerais de Aeronaves
631,QUÍMICA GERAL: VOLUME 2,0,84,3,Reologia e Reometria-Fundamentos Teóricos e Práticos
632,Construções de Concreto-Vol.4,0,79.56,25,ENGENHARIA DE SOFTWARE: UMA ABORDAGEM PROFISSIONAL
633,Aditivação de Termoplásticos,0,171.36,6,Álgebras de Clifford & Espinores
634,Cálculo Tensorial,1,25.2,12,Usinas Hidrelétricas. Diretrizes Básicas Para Proteção e Controle
635,A ARTE DA ELETRÔNICA: CIRCUITOS ELETRÔNICOS E MICROELETRÔ,1,18,3,"SILVA, VALDIR PIGNATTA"
636,A Sabedoria da Antiga Cosmologia,0,306.4,2,"TOKHEIM, ROGER"
637,"Matemática Para Físicos Com Aplicações. Vetores, Tensore",0,135.15,4,Celso Faustino Soto
638,"Quatro Edifícios, Cinco Locais de Implantação, Vinte Solu",0,104.3,2,Ética Para Engenheiros. Desafiando A Síndrome do Vaivém Challenger
639,Eletrotécnica Ao Alcance de Todos,0,238.32,4,Luis Carlos Burgos
640,O Universo-Teorias Sobre Sua Origem e Evolução,1,76.81,8,"GIACOMETTI, JOSE ALBERTO"
641,"Experimentos de Física Básica-Eletromagnetismo, Física Mo",1,55.92,15,Fundamentos de Engenharia de Petróleo
642,Raciocínio Rápido. Como Fazer Contas de Cabeça,0,232.9,3,Wu Hong Kwong
643,Análise Térmica de Materiais,1,49.28,5,UMA INTRODUCAO
644,A Química e O Mundo. Livro 2 A Vida,0,335.75,3,Avaliação de Aluguéis - Imóveis Urbanos
645,A Energia Eólica No Direito Ambiental Brasileiro,0,36,9,Alexandre Capelli
646,Conhecimentos Gerais de Aeronaves,0,29.92,21,O MISTÉRIO QUÂNTICO
647,Reologia e Reometria-Fundamentos Teóricos e Práticos,1,32.4,2,Aditivação de Termoplásticos
648,ENGENHARIA DE SOFTWARE: UMA ABORDAGEM PROFISSIONAL,0,30.03,3,"DAVIS , STEPHEN R."
649,Álgebras de Clifford & Espinores,0,25.2,4,"Notas de Física Matemática-Equações Diferenciais, Funções de Green e Distribuições"
650,Usinas Hidrelétricas. Diretrizes Básicas Para Proteção e,0,59.92,11,Pintura Anticorrosiva. Falhas e Alterações nos Revestimentos
651,PROJETO DE ESTRUTURAS DE CONCRETO EM SITUACAO DE INCENDIO - CONFORME ABNT NBR 15200:2012 - 2ª ED,0,145.6,2,Construções de Concreto-Princípios Básicos do Dimensionamento de Estruturas- Vol.1
652,FUNDAMENTOS DE ELETRONICA DIGITAL - SISTEMAS SEQUENCIAIS,1,39.92,99,Atmosferas Explosivas. Instalação de Equipamentos Elétricos em Áreas Classificadas
653,Aplicação de elementos hidráulicos: engenharia mecânica-máquinas hidráulicas 2ª ed,0,164.05,4,ELETRONICA PARA LEIGOS - 03 ED
654,Ética Para Engenheiros. Desafiando A Síndrome do Vaivém C,0,133.11,6,Tabelas de Termodinâmica
655,Livro e DVD aula Testando Componentes Eletrônicos,1,126.7,26,Tiago Pinto da Trindade / Outros
656,MECANICA CLASSICA - UMA ABORDAGEM PARA LICENCIATURA,0,221.76,13,Luis Carlos Burgos
657,Fundamentos de Engenharia de Petróleo,0,125.28,2,Análise de Circuitos em Corrente Alternada Para Sistemas de Potência
658,Introdução ao controle de processos químicos com Matlab - volume 2,0,35,4,Motores de Combustão Interna
659,Automacao Predial E Residencial - Ltc,0,126.15,6,Osvaldemar Marchetti
660,Avaliação de Aluguéis - Imóveis Urbanos,0,114.1,23,Paulo Roberto dos Santos
661,Mecatrônica para Iniciante,1,37.9,2,Perícias em Edificações. Teoria e Prática
662,O MISTÉRIO QUÂNTICO,0,26.91,4,Cálculo. Para Entender e Para Usar
663,Aditivação de Termoplásticos,0,123.67,20,Roberto Avila
664,COMECANDO A PROGRAMAR EM C++ PARA LEIGOS,0,104.3,8,UniqueBox
665,"Notas de Física Matemática-Equações Diferenciais, Funç",1,104.3,14,Richard Dawkins
666,Pintura Anticorrosiva. Falhas e Alterações nos Revestiment,0,299,1,Stephen Hawking
667,Construções de Concreto-Princípios Básicos do Dimensiona,0,311.04,3,Hiroyuki KOJIMA
668,Atmosferas Explosivas. Instalação de Equipamentos Elétric,0,32.4,1,Stephen Hawking
669,ELETRONICA PARA LEIGOS - 03 ED,0,98,2,Hiroyuki KOJIMA
670,Tabelas de Termodinâmica,0,27.92,9,Português
671,Compactação dos Solos,0,63,38,MENTALIDADES MATEMÁTICAS NA SALA DE AULA: ENSINO FUNDAMENTAL
672,Manutenção em Televisores LED Smart,0,199.58,2,"BOTELHO, MANOEL HENRIQUE CAMPOS"
673,Análise de Circuitos em Corrente Alternada Para Sistemas de,1,59.43,6,"LUIZ, ADIR"
674,Motores de Combustão Interna,1,58.65,5,Paulo Roberto dos Santos
675,Muros De Arrimo - Blucher,0,78.48,3,Paulo Roberto dos Santos
676,Manutenção em Fontes Chaveadas de TVs LCD e LED,0,33.84,1,Luis Carlos Burgos
677,Perícias em Edificações. Teoria e Prática,,34.56,1,CONCEITOS E APLICAÇÕES
678,Cálculo. Para Entender e Para Usar,0,335.75,1,METEOROLOGIA 50 CONCEITOS E FENOMENOS FUNDAMENTAIS EXPLICADOS DE FORMA CLARA E RAPIDA
679,TQM médio - Teoria e Questões,0,114.1,4,Mecânica dos Materiais Avançada
680,UniqueBox,0,128.16,6,DAVID EAGLEMAN
681,A Magia Da Realidade,0,59.92,1,Paulo Garbelotto
682,Breves Respostas Para Grandes Questões,1,211.92,7,Celso Faustino Soto
683,Guia Mangá de Calculo Diferencial e Integral,0,182.75,1,CALCULO 2 PARA LEIGOS
684,KIT 3 LIVRO Stephen Hawking,1,155.12,1,Adeel Javed
685,Alta Books,0,84,2,Carl Sagan
686,Guia Mangá de Calculo Diferencial e Integral,0,249.9,1,everaldo cesar da costa araujo
687,Kit - Misturas E Substâncias - Reações Químicas- Mini Lab,0,39.6,3,Paulo Roberto dos Santos
688,MENTALIDADES MATEMÁTICAS NA SALA DE AULA: ENSINO FUNDAMENTA,0,56,2,Stephen Hawking
689,INSTALACOES ELETRICAS RESIDENCIAIS BASICAS,0,39.6,2,Alexandre Bernardes Rosa e André Bernardes Rosa
690,"COLECAO FISICA 3 - ELETROMAGNETISMO, TEORIA E PROBLEMAS RESOLVIDOS",1,142.56,7,Erich Georg
691,Manutenção em TVs de Plasma,0,197.52,2,Albert Einstein
692,Procurando Defeitos no Sinal de TVs LCD e LED,0,78.4,1,Paulo Roberto dos Santos
693,Trabalho com Componentes SMD,1,133.11,2,Washington L.Lanfredi D.dos Santos
694,Energía solar fotovoltaica,1,57.6,2,Paulo Roberto dos Santos
695,METEOROLOGIA 50 CONCEITOS E FENOMENOS FUNDAMENTAIS EXPLICADO,0,134.64,7,Paulo Roberto dos Santos
696,Mecânica dos Materiais Avançada,1,80.64,2,STEPHEN HAWKING
697,Cérebro - Uma biografia,0,34.56,1,Enio silveira e Cláudio Marques
698,"Solventes Industriais Seleção, Formulação e Aplicação",0,70.56,2,Paulo Roberto dos Santos
699,ulica industrial: projetos e dimensionamento de circuitos hidraúlicos,0,97.44,8,Luis Carlos Burgos
700,CALCULO 2 PARA LEIGOS,0,98,1,Erich Georg
701,Criando Projetos Com Arduíno Para a Internet das Coisas,0,63.75,6,Wu Hong Kwong
702,Livro Cosmos,1,70.56,5,João Carlos Vieira Sampaio e Pedro Luiz Aparecido Malagutti
703,TROCADORES DE CALOR,0,222.48,1,Celso Faustino Soto
704,Utilizando o Osciloscópio nos circuitos de TVs LCD,0,232.9,1,ELETRONICA PARA LEIGOS - 03 ED
705,Breves Respostas Para Grandes Questoes - Intrinseca,0,105.12,3,Romeu Cardozo Rocha Filho
706,Manual do Instalador Hidráulico,0,56,2,Engenharia + Design. da Ideia Ao Produto
707,Programando PIC para Automação e Controle,1,171.36,1,Paulo Roberto dos Santos
708,Meus Últimos Anos : Os Escritos da Maturidade de um dos Maiores Gênios de Todos os Tempos,0,82.08,1,COMO MANEJAR O SOLO E AS PLANTAS NA AGRICULTURA?
709,Resolvendo os Defeitos com o Modo de Serviço LCD e LED,0,59.25,1,Paulo Roberto dos Santos
710,Conceitos Aplicados em Eletrônica,0,24.48,4,"FISCHER, ULRICH"
711,Atualização de Software TVs LCD,0,55,1,Massimo Banzi  / Michael Shiloh
712,Manutenção em TVs de Plasma,0,64.38,2,Silvério Visacro Filho
713,UNIVERSO NUMA CASCA DE NOZ,1,233.92,1,Enio Silveira e Cláudio Marques
714,Matemática compreensão e prática caderno de atividades,0,71.4,1,Mary Jane Sterling
715,Procurando Defeitos no Sinal LVDS de TVs LCD e LED,0,45.99,1,NEIL DE GRASSE TYSONEIL
716,Trabalhando com Componentes SMD,1,55.3,1,Hiroyuki KOJIMA
717,Peogramando o PIC,1,35,1,Joana Carla Soares Gonçalves
718,Controle digital de processos químicos com MATLAB e SIMULINK,1,22.62,3,Antonio Maximo & Beatriz Alvarenga
719,"Mágicas, matemática e outros mistérios",0,136.08,2,john a. fossa
720,Aplicação de elementos hidráulicos: engenharia mecânica-máquinas hidráulicas 2ª ed,0,45.5,1,Paulo Roberto dos Santos
721,ELETRONICA PARA LEIGOS - 03 ED,0,203.7,1,Hiroyuki KOJIMA
722,Cálculos Básicos da Química 4ª Edição,0,117.36,1,"O PONTO DE MUTAÇÃO: A CIÊNCIA, A SOCIEDADE E A CULTURA EMERGENTE."
723,Engenharia + Design. da Ideia Ao Produto,0,52.9,1,Tiago Pinto da Trindade / Outros
724,Macetes e Modificações em TVs LCD e LED,0,57.6,1,PALESTRAS DA BBC REITH LECTURES
725,COMO MANEJAR O SOLO E AS PLANTAS NA AGRICULTURA?,0,103.7,3,DAVID EAGLEMAN
726,Manutenção na Placa da Fonte de TVs LCd e LED,0,28.8,1,Enio Silveira e Cláudio Marques
727,MANUAL DE TECNOLOGIA METAL MECANICA,0,117.45,1,Enio Silveira e Cláudio Marques
728,Primeiros Passos Com o Arduíno  2ª Edição,0,70,8,Silvério Visacro Filho
729,Aterramentos Elétricos,0,59.5,1,SERIE APONTAMENTOS
730,Matemática 8 compreensão e prática caderno de atividades,0,50.4,1,Erich Georg
731,1001 PROBLEMAS DE ALGEBRA II PARA LEIGOS,0,13.99,7,"MOLITERNO, ANTONIO"
732,Astrofísica Para Apressados,0,24.5,4,"BERNARDO, LUIZ DI"
733,Triunfo,0,63.68,1,"PINHEIRO, ANTONIO CARLOS DA FONSECA BRAGANCA"
734,Guia Mangá de Calculo Diferencial e Integral,0,59.5,1,Stephen Hawking
735,Edifício Ambiental,0,81.75,4,"Subestações Projecto, Construção, Fiscalização (2ª Edição)"
736,Fisica- Contexto E Aplicações,1,210.96,1,Stephen Hawking
737,INTRODUCAO AS TECNICAS DE DEMONSTRACAO NA MATEMATICA,1,90.72,7,Livro Trabalhando Com Componentes Smd
738,Circuito de Proteção em TVs LCD e LED,0,198.36,8,Elon Lages Lima; Paulo Cezar Pinto Carvalho e Outros
739,Guia Mangá de Calculo Diferencial e Integral,0,167.45,652,CONCRETO ARMADO E PROTENDIDO
740,EDUEL,0,33.6,1,Stephen Hawking
741,"O PONTO DE MUTAÇÃO: A CIÊNCIA, A SOCIEDADE E A CULTURA EM",0,28.8,4,Luis Carlos Burgos e outros
742,Compactação dos Solos,0,52.5,2,Ned Mohan
743,Buracos Negros - Intrinseca,1,179.9,1,Paulo Roberto dos Santos
744,Cérebro - Uma biografia,0,29.92,5,Luiz Roberto Dante
745,Matemática compreensão e prática caderno de atividades,0,42.4,3,A Sabedoria da Antiga Cosmologia
746,Matemática 7 compreensão e prática caderno de atividades,0,79.31,1,Luis Carlos Burgos
747,Aterramentos Elétricos,0,66.75,2,NARDO TOLEDO MUNOZ
748,AÇOES DEVIDAS AO VENTO EM EDIFICAÇOES,0,70.72,2,"Canevarolo, Sebatião V."
749,Simulando e Aprendendo Eletrônica Digital V.02,1,290,1,Luis Carlos Burgos
750,CADERNO DE MUROS DE ARRIMO,0,50.4,2,ROMPENDO A BARREIRA DA CRENÇA CIENTIFICISTA
751,MÉTODOS E TÉCNICAS DE TRATAMENTO DE ÁGUA,0,72.8,5,Gelson Manzoni De Oliveira
752,"ESTRUTURAS METALICAS - CALCULOS, DETALHES, EXERCICIOS E PROJ",0,45.5,1,Rafael Trovão
753,Buracos Negros : Palestras da BBC Reith Lectures,1,36,32,João Carlos Vieira Sampaio e Pedro Luiz Aparecido Malagutti
754,"Subestações Projecto, Construção, Fiscalização (2ª Ed",0,21,1,Paulo Roberto dos Santos
755,Kit (2 Livros) A Teoria De Tudo + Breve Historia no Tempo,1,101.52,6,O Universo-Teorias Sobre Sua Origem e Evolução
756,Trabalhando Com Componentes Smd,1,66.5,1,Mounir Khalil El Debs
757,Temas e Problemas,0,128.16,1,"QUEIROGA, SANDRO LINO MOREIRA DE"
758,DESCONSTRUINDO O PROJETO ESTRUTURAL DE EDIFICIOS,0,136.8,1,Erich Georg
759,UMA BREVE HISTÓRIA DO TEMPO,1,64.9,2,"CARSON, RACHEL"
760,Coleção Eletrônica Básica,0,113.4,1,Luiz Bertini
761,Eletronica De Potencia - Curso Introdutorio - Ltc,0,18,2,Erich Georg
762,Livro Glossário Dos Defeitos Tvs Lcd E Led Ref 227,0,57.6,1,Paulo Roberto dos Santos
763,Matemática Contexto & Aplicações,0,126,5,A História da Luz
764,A Sabedoria da Antiga Cosmologia,1,56,7,Paulo Roberto dos Santos
765,Backlight de TV LED e Redução de Corrente,0,72.8,4,Masayuki Morimoto
766,Cálculo De Enrolamentos De Máquinas Elétricas,0,113.56,2,Paulo Roberto dos Santos
767,"Técnicas de Caracterização de Polímeros, 2007",0,85.26,1,"GARCEZ, LUCAS NOGUEIRA"
768,Livro manutenção em televisores LED SMART-Volume1,0,45.5,1,"NABAIS, RUI JOSE DA SILVA"
769,COSMOS E TRANSCENDÊNCIA,1,187.5,9,Anderson Rodrigo da Silva
770,Livro - Simetria de Moléculas e Cristais: Fundamentos da Espectroscopia Vibracional,0,38.42,7,"FRIAÇA, AMANCIO C.S."
771,Física para EEAR,0,66.5,2,Matemática Com Aplicações Tecnológicas. Vol. 2. Cálculo I
772,"Mágicas, matemática e outros mistérios",0,84.7,1,"LIVRO DA CIENCIA, O - 2ª ED"
773,Manutenção em Fontes Chaveadas,0,115.2,3,Os Melhores Textos de Richard P. Feynman
774,O Universo-Teorias Sobre Sua Origem e Evolução,1,68.8,1,STEPHEN HAWKING
775,Concreto Pré-Moldado: Fundamentos E Aplicações,0,32.4,1,"TEIXEIRA, BARBARA DE HOLANDA MAIA"
776,PRINCIPIOS DE REFRIGERAÇAO E AR CONDICIONADO,0,48.96,1,Paulo Roberto dos Santos
777,Introdução a Programação CLP.Vol.02,0,164.5,23,"BERNARDO, LUIZ DI"
778,PRIMAVERA SILENCIOSA,0,50,1,Wilson Batista de Melo
779,CFTV Digital,0,44.25,2,Luis Carlos Burgos
780,Programação de Microcontroladores PIC,0,70.56,6,"SCLAR, DEANNA"
781,Procurando Defeitos no Sinal LVDS de TVs LCD e LED,0,108.75,3,"COMO OS BURACOS NEGROS INFLUENCIAM GALÁXIAS, ESTRELAS E A VIDA NO UNIVERSO"
782,A História da Luz,0,60.75,1,"ENSAIOS FILOSÓFICOS, 1970-1993, COM UMA ENTREVISTA AUTOBIOGRÁFICA"
783,Modos de Serviço de TVs LCD e LED,0,299,6,Erich Georg
784,Guia Mangá Motores Elétricos,0,43.92,1,"ARDUINO, ELETRONICA, ROBOTICA, AUTOMAÇAO RESIDENCIAL"
785,Placa T-Con LCD,0,93,3,"TICIANELLI, EDSON A."
786,HIDROLOGIA,0,60.48,1,"MUNROE, RANDALL"
787,MANUAL BASICO DE ENGENHARIA FERROVIARIA,0,84,2,Vinicius Rabello de Abreu Lima
788,Métodos de Análise Multivariada em R,0,53.9,1,Usinas Hidrelétricas. Diretrizes Básicas Para Proteção e Controle
789,ASTRONOMIA - UMA VISAO GERAL DO UNIVERSO,1,68.4,23,"VOL. 1 - LIMITES, DERIVADAS E APLICAÇOES"
790,Matemática Com Aplicações Tecnológicas. Vol. 2. Cálculo,0,114,8,Paulo Roberto Santos
791,"LIVRO DA CIENCIA, O - 2ª ED",1,30.24,2,"FUNDAMENTOS, PERSPECTIVAS E APLICAÇÕES"
792,Os Melhores Textos de Richard P. Feynman,1,328.68,8,"ATKINS, PETER"
793,UNIVERSO NUMA CASCA DE NOZ,1,14.4,1,Romeu Cardozo Rocha Filho
794,CALCULO - EXERCICIOS RESOLVIDOS PARA OS CURSOS DE EXATAS E TECNOLOGICAS,0,90,1,"FIKER, JOSE"
795,Manutenção na Placa V-CON de TVs LCD LED,0,23.92,2,Luis Bertini
796,TRATABILIDADE DE ÁGUA E DOS RESÍDUOS GERADOS EM ESTAÇÕES,0,99.4,21,"CINTRA, JOSE CARLOS A."
797,Instalações Elétricas Residenciais e Comerciais Vol.01 e 02,0,117.2,1,Erich Georg
798,Coleção Eletrônica Básica Nivel 1,0,45.5,6,"ZEGARELLI, MARK"
799,MECÂNICA DE AUTOMÓVEIS PARA LEIGOS,1,78.3,3,"CINTRA, JOSE CARLOS A."
800,SEGREDOS DA GRAVIDADE,1,153.8,1,Equipe Editorial
801,O CAMINHO DESDE A ESTRUTURA - 2ª EDIÇÃO,1,34.57,2,Kenichi Tanaka
802,Peogramando o PIC,1,39.92,2,TILIBRA
803,PROJETOS MAKER,0,129.6,6,Unicamp
804,ELETROQUIMICA - PRINCIPIOS E APLICAÇOES,0,79,1,OSCAR J. ABDOUNUR
805,E SE?,1,98,1,GREF
806,Fundamentos De Caldeiraria E Tubulação Industrial,0,28,1,Júlio Harada
807,Usinas Hidrelétricas. Diretrizes Básicas Para Proteção e,0,200,1,"ROQUE, NIDIA FRANCA"
808,CALCULO NAO E UM BICHO-DE-SETE-CABEÇAS,0,32,3,"MAIA, NELSON B."
809,Glossário dos Defeitos TVs LCD,0,128.9,2,"LEE, Shu Han"
810,INDÚSTRIA 4.0,1,42.7,2,A MATEMÁTICA DO ZERO AO INFINITO
811,PRINCIPIOS DE QUIMICA - QUESTIONANDO A VIDA MODERNA E O MEIO AMBIENTE - 7ª ED,0,59.25,1,"PERES, ANTONIO EDUARDO CLARK"
812,Cálculos Básicos da Química 4ª Edição,0,57.6,2,OPTICA E FISICA MODERNA - TRADUÇAO DA 5ª EDIÇÃO NORTE-AMERICANA
813,MANUAL DE AVALIAÇOES E PERICIAS EM IMOVEIS URBANOS,0,58.65,2,AMPLIFICADORES OPERACIONAIS E FILTROS ATIVOS
814,Como Usar Um Multimetro Digital e Analógico,0,57.6,17,"MÃOS À OBRA PRO: ESTRUTURA, ALVENARIA, COBERTURAS E FORROS"
815,FUNDAÇOES POR ESTACAS,0,64.38,1,Paulo Roberto dos Santos
816,Programação de Microcontroladores PIC,1,52.5,5,Paulo Roberto dos Santos
817,EXERCICIOS DE MATEMATICA BASICA E PRE - ALGEBRA PARA LEIGOS - 2ª ED,0,56,1,"SHAMIEH, CATHLEEN"
818,FUNDAÇOES DIRETAS - PROJETO GEOTECNICO,0,57.6,11,Rosalfonso Bortoni
819,Recuperação de Alto Falantes,0,53.2,1,"ROQUE, NIDIA FRANCA"
820,Guia Mangá Circuitos Eletrônicos,0,59,1,Guilherme de Berredo Peixoto / Ilya Lvovich Shapiro
821,INSPEÇÃO DO TRABALHO,0,53.55,4,Valdemar Carlos de Morais
822,TECNOLOGIAS E MATERAIS ALTERNATIVOS DE CONSTRUÇAO,0,54,2,"MENDONÇA, SERGIO ROLIM"
823,MATEMATICA E MUSICA,0,53.9,1,CÁLCULO - VOL. II
824,FISICA 2: FISICA TERMICA E OPTICA,1,129.9,2,UMA INTRODUÇÃO À TEORIA DA RELATIVIDADE E DA GRAVITAÇÃO
825,Moldes para Injeção de Termoplásticos,1,52.9,1,"SOBEL, DAVA"
826,"QUIMICA E O MUNDO, A - LIVRO 1 A TERRA",0,50.4,1,Paulo Roberto dos Santos
827,INTRODUÇAO A RELATIVIDADE,1,69.9,22,Livro Testes E Manutenção Em Telas Lcd E Led
828,INTRODUÇÃO AO PROJETO GEOMÉTRICO DE RODOVIAS,0,43.2,3,Atividades Experimentais no Ensino de Física - Uma Nova Visão Baseada na Teoria de Vigotski
829,O FANTÁSTICO MUNDO DOS NÚMEROS,0,45.99,1,"LEONHARDT, F."
830,"TEORIA E PRATICA DO TRATAMENTO DE MINERIOS VOL.3 - BRITAGEM,",0,45.62,4,João Barcelos Neto
831,PRINCÍPIOS DE FÍSICA - VOL. IV - ÓPTICA E FÍSICA MODERNA,1,50.15,1,Yopanan Conrado Pereira Rebello
832,AMPLIFICADORES OPERACIONAIS E FILTROS ATIVOS,0,45.5,44,"MUELLER, JOHN"
833,"MÃOS À OBRA PRO: ESTRUTURA, ALVENARIA, COBERTURAS E FORROS",0,159,7,COLEÇAO ESTUDOS
834,Procurando Defeitos na Placa Main,0,36.73,1,Português
835,Testes e Manutenção em Telas LCD e LED,0,42.7,1,"TORRES, ERCILIA"
836,ELETRÔNICA PARA LEIGOS,0,39.6,1,Erich Georg
837,Amplificadores de Áudio,0,41.25,2,"BOTELHO, MANOEL HENRIQUE CAMPOS"
838,"QUIMICA E O MUNDO, A - LIVRO 2 - A VIDA",0,46,2,Paulo Roberto dos Santos
839,Introdução A Mecanica Classica 1ª Edição (2011),0,38.42,9,Paulo Roberto dos Santos
840,Eletricista Instalador Predial,0,33.6,1,"SANTOS, NELSON"
841,SISTEMAS SUSTENTAVEIS DE ESGOTOS,0,35,1,UMA ANÁLISE DOS PARALELOS ENTRE A FÍSICA MODERNA E MISTICISMO ORIENTAL
842,CÁLCULO - VOL. II,0,32.4,2,Luis Carlos Burgos
843,ESPAÇO E TEMPO NA FÍSICA CONTEMPORÂNEA,0,36,5,Paulo Roberto dos Santos
844,LONGITUDE,0,34.57,4,"KIMINAMI, CLAUDIO SHYINTI"
845,Algazarra,0,32.4,2,Antonio Maximo & Beatriz Alvarenga
846,Manutenção em Fontes Chaveadas de TVs LCD e LED,0,35,1,COLEÇAO GESTAO
847,Livro Testes E Manutenção Em Telas Lcd E Led,0,33.6,1,Carl Sagan
848,Atividades Experimentais no Ensino de Física - Uma Nova Vis,0,230.4,7,"GARBI, GILBERTO G."
849,CONSTRUÇOES DE CONCRETO - VOL. 3 - PRINCIPIOS BASICOS SOBRE,0,27.36,1,"SILVA, NEILTON F. DA"
850,"Mecânica - Newtoniana, Lagrangiana & Hamiltoniana",1,39.9,2,CIENCIAS DA VIDA E SAUDE
851,A Concepção Estrutural e a Arquitetura - 1ª Edição - 13ª Reimpressão,0,32.25,1,FRANCISCA RIUS DÍAZ;FRANCISCO JAVIER BARÓN LÓPEZ
852,MATLAB PARA LEIGOS,1,28.8,2,"FILHO, KLEBER S. OLIVEIRA"
853,CALCULO DIFERENCIAL E INTEGRAL DE FUNÇOES DE VARIAS VARIAVE,0,28.8,41,Stephen Hawking
854,Jogo Show de Experiência,0,179.9,1,"FERREIRA, NELSON JESUS"
855,CLIMATOLOGIA FACIL,0,28.08,4,"KUKSO, FEDERICO"
856,Introdução à Programação CLP. Volumes 01 e 02,0,28.08,1,COMO O ACASO DETERMINA NOSSAS VIDAS
857,CONCRETO ARMADO EU TE AMO - PARA ARQUITETOS,0,25.2,2,Augusto José Bluhm Ferreira Neto
858,Manutenção na Placa Inverter,0,28,3,DA ALAVANCA DE ARQUIMEDES AOS FRACTAIS DE MANDELBROT
859,Col.com Dicas Manutenção de TVs LCD,0,50,1,"ZILLES, ROBERTO"
860,70 PROBLEMAS CABULOSOS DE QUIMICA EM NIVEL IME - ITA,0,16.8,2,"COSTA, NEWTON CARNEIRO AFFONSO DA"
861,O TAO DA FÍSICA,0,55.44,2,APROVEITE A POTENCIA DESTE MINUSCULO CHIP WI-FI PARA CONSTRUIR PROJETOS DE CASAS INTELIGENTES
